"","Fecha","Open","High","Low","Close","Adj.Close","Volume","Sentimiento_Positivo","Sentimiento_Neutro","Sentimiento_Negativo"
"26",2014-07-15,226.729996,227.649994,218.100006,219.580002,219.580002,5718500,"2","6","1"
"27",2014-07-16,221.820007,224.800003,216.820007,217.160004,217.160004,4044500,"1","7","1"
"28",2014-07-17,216.160004,220.550003,213.600006,215.399994,215.399994,4649400,"2","9","0"
"29",2014-07-18,215.949997,221.210007,215.929993,220.020004,220.020004,4253700,"8","11","1"
"30",2014-07-21,217.25,223.210007,216.720001,220.539993,220.539993,3822200,"6","5","4"
"31",2014-07-22,222.190002,223.300003,219.110001,219.580002,219.580002,2730000,"4","9","3"
"32",2014-07-23,220.009995,224.75,219.429993,222.490005,222.490005,3083300,"2","15","4"
"33",2014-07-24,223.25,225.100006,220.800003,223.539993,223.539993,3245500,"0","5","1"
"34",2014-07-25,222.720001,226.970001,221.75,223.570007,223.570007,3087100,"4","10","3"
"35",2014-07-28,224.25,232,221.399994,224.820007,224.820007,6514300,"4","5","0"
"36",2014-07-29,226.610001,228.300003,224.860001,225.009995,225.009995,3382400,"2","7","3"
"37",2014-07-30,221.919998,229.600006,221.039993,228.919998,228.919998,4927800,"2","12","6"
"38",2014-07-31,229.259995,231.399994,221.5,223.300003,223.300003,7749100,"2","3","1"
"39",2014-08-01,226.089996,237.5,226,233.270004,233.270004,11895800,"2","16","1"
"40",2014-08-04,234.380005,240.5,233.270004,238.520004,238.520004,5959700,"1","6","6"
"41",2014-08-05,237.470001,242.990005,235.690002,238.490005,238.490005,5388600,"1","11","1"
"42",2014-08-06,238.899994,251.419998,238.580002,248.929993,248.929993,9249300,"2","5","0"
"43",2014-08-07,250.119995,256.690002,249.119995,252.389999,252.389999,7478900,"0","5","0"
"44",2014-08-08,251.160004,251.759995,246.5,248.130005,248.130005,5090100,"3","9","3"
"45",2014-08-11,255.479996,263.73999,255,259.320007,259.320007,8101300,"0","6","0"
"46",2014-08-12,258.079987,260.299988,254.580002,259.959991,259.959991,6382300,"0","5","1"
"47",2014-08-13,262.01001,265.640015,259.609985,260.309998,260.309998,6932600,"3","4","1"
"48",2014-08-14,262.48999,263,256.5,261.380005,261.380005,4126600,"1","3","0"
"49",2014-08-15,261.480011,262.089996,258.5,262.01001,262.01001,3867900,"0","7","3"
"50",2014-08-18,263.25,267.26001,259.75,259.940002,259.940002,5849200,"1","5","2"
"51",2014-08-19,258.869995,259.329987,251.619995,256.76001,256.76001,5334800,"1","12","1"
"52",2014-08-20,254.669998,258.73999,253,255.710007,255.710007,3027900,"0","10","2"
"53",2014-08-21,256.519989,258.799988,253.259995,254.339996,254.339996,2915600,"1","8","4"
"54",2014-08-22,254.539993,256.950012,252.610001,256.779999,256.779999,2833400,"0","6","2"
"55",2014-08-25,258.190002,263.679993,258.190002,262.549988,262.549988,4318100,"1","15","1"
"56",2014-08-26,264.980011,265.5,261.660004,261.73999,261.73999,3818000,"0","0","1"
"57",2014-08-27,263.5,264.23999,260.290009,263.25,263.25,2985100,"1","3","1"
"58",2014-08-28,261.890015,264.480011,261.640015,263.859985,263.859985,2844900,"0","1","0"
"59",2014-08-29,268.700012,272,267.51001,269.700012,269.700012,6447100,"2","5","2"
"60",2014-09-02,275.5,284.890015,274.299988,284.119995,284.119995,9852400,"1","1","0"
"61",2014-09-03,287.670013,288,280.100006,281.190002,281.190002,6772300,NA,NA,NA
"62",2014-09-04,284.01001,291.420013,280.399994,286.040009,286.040009,8341700,"0","4","1"
"63",2014-09-05,282.549988,282.899994,272.51001,277.390015,277.390015,11169900,NA,NA,NA
"64",2014-09-08,277.619995,284.880005,277.519989,282.109985,282.109985,5501600,"1","2","0"
"65",2014-09-09,282.98999,285.48999,277,278.480011,278.480011,4558800,"0","1","0"
"66",2014-09-10,279.5,281.410004,273.660004,281.100006,281.100006,3781300,"0","1","0"
"67",2014-09-11,280.459991,284.790009,278.630005,280.309998,280.309998,3766100,"0","1","0"
"68",2014-09-12,280.5,282.390015,277,279.200012,279.200012,3324600,"1","0","0"
"69",2014-09-15,274.369995,274.399994,249.130005,253.860001,253.860001,16455400,NA,NA,NA
"70",2014-09-16,255.149994,262.459991,252.419998,260.73999,260.73999,8300100,"0","5","1"
"71",2014-09-17,262.410004,264.700012,259.5,261.380005,261.380005,5177700,NA,NA,NA
"72",2014-09-18,263.359985,265.600006,262.320007,263.820007,263.820007,3692600,"2","1","0"
"73",2014-09-19,257.98999,261.429993,255.270004,259.320007,259.320007,6810900,"2","5","0"
"74",2014-09-22,255,256.019989,244.710007,250.029999,250.029999,8214100,"3","3","1"
"75",2014-09-23,245.220001,253.800003,245,250.410004,250.410004,5658700,"0","1","0"
"76",2014-09-24,251.119995,252.839996,247.039993,252.139999,252.139999,3749500,"0","1","0"
"77",2014-09-25,252.520004,254.960007,246.100006,246.949997,246.949997,4834200,"0","2","0"
"78",2014-09-26,248.25,249.729996,246.070007,246.600006,246.600006,3795400,"0","3","0"
"79",2014-09-29,244,248.639999,241.380005,245.259995,245.259995,4852700,NA,NA,NA
"80",2014-09-30,246.919998,247.649994,240.119995,242.679993,242.679993,4238300,"1","2","0"
"81",2014-10-01,242.199997,242.660004,235.649994,240.240005,240.240005,5941700,"2","4","0"
"82",2014-10-02,250.199997,252.789993,245.360001,251.419998,251.419998,8998200,"0","1","0"
"83",2014-10-03,253.059998,256.5,251.029999,255.210007,255.210007,5406300,"0","2","0"
"84",2014-10-06,259.130005,262.48999,257.799988,260.619995,260.619995,7713300,NA,NA,NA
"85",2014-10-07,258.529999,261.459991,255.729996,259.570007,259.570007,4485500,"1","3","0"
"86",2014-10-08,260.100006,262.880005,252.639999,259.279999,259.279999,5055100,"1","1","1"
"87",2014-10-09,262.25,265.540009,254.399994,257.01001,257.01001,7361300,NA,NA,NA
"88",2014-10-10,244.639999,245.889999,235.199997,236.910004,236.910004,12888300,"2","5","0"
"89",2014-10-13,238.570007,238.960007,221,224.589996,224.589996,11268700,"0","4","1"
"90",2014-10-14,228.25,232.470001,223,227.059998,227.059998,7105300,NA,NA,NA
"91",2014-10-15,220,230.990005,217.320007,229.699997,229.699997,9147300,NA,NA,NA
"92",2014-10-16,219.720001,229.919998,219.100006,226.350006,226.350006,5399300,NA,NA,NA
"93",2014-10-17,233.380005,234.770004,226.550003,227.479996,227.479996,10549400,"0","1","1"
"94",2014-10-20,226.720001,232.399994,225.509995,230.470001,230.470001,3494400,"0","0","2"
"95",2014-10-21,234.270004,235.389999,230.800003,235.339996,235.339996,4130300,"1","3","1"
"96",2014-10-22,233.190002,237.389999,230.559998,231.100006,231.100006,4116600,NA,NA,NA
"97",2014-10-23,234.660004,236.279999,232,235.289993,235.289993,3492400,"1","0","0"
"98",2014-10-24,236.270004,237.800003,231.199997,235.240005,235.240005,3463300,"1","0","0"
"99",2014-10-27,234.25,234.610001,220.309998,221.669998,221.669998,9553300,"0","3","0"
"100",2014-10-28,229.600006,244.600006,228.25,242.770004,242.770004,10516300,"1","7","2"
"101",2014-10-29,241.130005,241.5,235.639999,238.100006,238.100006,4962500,"1","3","1"
"102",2014-10-30,238.139999,240.5,235.059998,238.660004,238.660004,3228400,"0","1","0"
"103",2014-10-31,242.509995,243.119995,238.75,241.699997,241.699997,3775300,"2","2","1"
"104",2014-11-03,243,247.559998,241.320007,242.589996,242.589996,4203800,"1","3","0"
"105",2014-11-04,240.490005,242.350006,236.529999,238.929993,238.929993,3682600,NA,NA,NA
"106",2014-11-05,241,241.360001,230.529999,230.970001,230.970001,9045900,"0","2","0"
"107",2014-11-06,234.490005,246.690002,228.5,241.220001,241.220001,15354700,"1","3","0"
"108",2014-11-07,242.190002,242.839996,237.199997,240.199997,240.199997,5161000,NA,NA,NA
"109",2014-11-10,239.110001,242.880005,236.800003,241.929993,241.929993,4577200,NA,NA,NA
"110",2014-11-11,242.550003,251.820007,242,251.080002,251.080002,7948800,"0","1","0"
"111",2014-11-12,249.720001,252.339996,245.580002,249.100006,249.100006,5870800,"0","2","0"
"112",2014-11-13,250.619995,255.75,250.25,251.699997,251.699997,6236000,"0","2","0"
"113",2014-11-14,250,258.850006,248.5,258.679993,258.679993,6101100,NA,NA,NA
"114",2014-11-17,257.48999,259,252.020004,253.979996,253.979996,4025700,"0","1","0"
"115",2014-11-18,255.860001,259.98999,255.509995,257.700012,257.700012,4473000,"0","2","0"
"116",2014-11-19,250.610001,251.880005,245.600006,247.740005,247.740005,7918500,"0","1","1"
"117",2014-11-20,247.949997,250.929993,246,248.710007,248.710007,3587200,"1","0","0"
"118",2014-11-21,252.210007,252.779999,242.169998,242.779999,242.779999,7485100,"0","3","0"
"119",2014-11-24,245.199997,247.600006,240.639999,246.720001,246.720001,4789700,"0","1","0"
"120",2014-11-25,247.350006,249.720001,246.089996,248.089996,248.089996,3159800,"0","1","0"
"121",2014-11-26,248.339996,249,246.600006,248.440002,248.440002,1981200,"0","1","2"
"122",2014-11-28,245.350006,246.690002,242.520004,244.520004,244.520004,2119700,NA,NA,NA
"123",2014-12-01,241.160004,242.470001,229.009995,231.639999,231.639999,8619400,NA,NA,NA
"124",2014-12-02,234.570007,234.880005,228,231.429993,231.429993,5887000,"0","1","0"
"125",2014-12-03,226.25,229.720001,225.5,229.300003,229.300003,5307700,"0","1","0"
"126",2014-12-04,228.600006,230.899994,227.809998,228.279999,228.279999,3855600,NA,NA,NA
"127",2014-12-05,228.669998,229.389999,222.259995,223.710007,223.710007,6063600,"0","1","0"
"128",2014-12-08,221.539993,224.860001,212.339996,214.360001,214.360001,9225600,"0","1","0"
"129",2014-12-09,209.339996,217.729996,204.270004,216.889999,216.889999,9431500,"1","1","0"
"130",2014-12-10,214.130005,216.770004,207.699997,209.839996,209.839996,7314100,"0","1","0"
"131",2014-12-11,210.529999,215.429993,208.229996,208.880005,208.880005,6694400,"0","3","0"
"132",2014-12-12,204.820007,211.679993,204.5,207,207,7173800,"0","1","0"
"133",2014-12-15,209.289993,209.800003,202.669998,204.039993,204.039993,5218300,"0","1","0"
"134",2014-12-16,200.889999,203.679993,195.369995,197.809998,197.809998,8426100,NA,NA,NA
"135",2014-12-17,193.059998,206.649994,192.649994,205.820007,205.820007,7367800,NA,NA,NA
"136",2014-12-18,212.380005,218.440002,211.800003,218.259995,218.259995,7483300,"0","2","0"
"137",2014-12-19,220.190002,220.399994,214.5,219.289993,219.289993,6910500,"0","1","1"
"138",2014-12-22,220,224.059998,218.259995,222.600006,222.600006,4799400,NA,NA,NA
"139",2014-12-23,223.809998,224.320007,219.520004,220.970001,220.970001,4505700,NA,NA,NA
"140",2014-12-24,219.770004,222.5,219.25,222.259995,222.259995,1332200,NA,NA,NA
"141",2014-12-26,221.509995,228.5,221.5,227.820007,227.820007,3327000,"0","2","0"
"142",2014-12-29,226.899994,227.910004,224.020004,225.710007,225.710007,2802500,NA,NA,NA
"143",2014-12-30,223.990005,225.649994,221.399994,222.229996,222.229996,2903200,"0","1","0"
"144",2014-12-31,223.089996,225.679993,222.25,222.410004,222.410004,2402100,"0","1","0"
"145",2015-01-02,222.869995,223.25,213.259995,219.309998,219.309998,4764400,NA,NA,NA
"146",2015-01-05,214.550003,216.5,207.160004,210.089996,210.089996,5368500,NA,NA,NA
"147",2015-01-06,210.059998,214.199997,204.210007,211.279999,211.279999,6261900,NA,NA,NA
"148",2015-01-07,213.350006,214.779999,209.779999,210.949997,210.949997,2968400,NA,NA,NA
"149",2015-01-08,212.809998,213.800003,210.009995,210.619995,210.619995,3442500,NA,NA,NA
"150",2015-01-09,208.919998,209.979996,204.960007,206.660004,206.660004,4591300,NA,NA,NA
"151",2015-01-12,203.050003,204.470001,199.25,202.210007,202.210007,5944200,"0","1","0"
"152",2015-01-13,203.320007,207.610001,200.910004,204.25,204.25,4477300,"0","1","0"
"153",2015-01-14,185.830002,195.199997,185,192.690002,192.690002,11551900,"1","1","0"
"154",2015-01-15,194.490005,195.75,190,191.869995,191.869995,5216500,"0","1","0"
"155",2015-01-16,190.699997,194.490005,189.649994,193.070007,193.070007,3603200,"0","1","0"
"156",2015-01-20,193.869995,194.119995,187.039993,191.929993,191.929993,4489400,"1","1","0"
"157",2015-01-21,189.550003,198.679993,189.509995,196.570007,196.570007,4153000,"0","0","1"
"158",2015-01-22,197,203.240005,195.199997,201.619995,201.619995,4116900,NA,NA,NA
"159",2015-01-23,200.289993,203.5,198.330002,201.289993,201.289993,3438600,"0","1","0"
"160",2015-01-26,201.830002,208.619995,201.050003,206.550003,206.550003,3234500,"1","3","0"
"161",2015-01-27,204.419998,208.029999,203.300003,205.979996,205.979996,2781000,"0","1","0"
"162",2015-01-28,206.110001,206.369995,198.419998,199.369995,199.369995,3149600,"0","1","0"
"163",2015-01-29,201.070007,205.979996,196.5,205.199997,205.199997,3548100,"1","2","1"
"164",2015-01-30,203.960007,207.470001,203,203.600006,203.600006,3007000,"0","2","0"
"165",2015-02-02,203.970001,211.949997,203.300003,210.940002,210.940002,4149200,NA,NA,NA
"166",2015-02-03,213.220001,220.369995,211.270004,218.360001,218.360001,4812900,"0","1","0"
"167",2015-02-04,218.289993,221.479996,216.800003,218.550003,218.550003,3305400,"0","3","0"
"168",2015-02-05,219.880005,225.479996,219.639999,220.990005,220.990005,3522900,"0","1","0"
"169",2015-02-06,222,223.399994,216.5,217.360001,217.360001,3233200,"0","2","0"
"170",2015-02-09,215.380005,217.929993,211.990005,217.479996,217.479996,3472400,NA,NA,NA
"171",2015-02-10,217.550003,220.5,215,216.289993,216.289993,5390500,"0","1","0"
"172",2015-02-11,212.210007,214.740005,207.279999,212.800003,212.800003,9769100,NA,NA,NA
"173",2015-02-12,193.570007,203.089996,193.279999,202.880005,202.880005,15649600,"0","1","0"
"174",2015-02-13,202.899994,205.990005,200.910004,203.770004,203.770004,6191000,"0","1","0"
"175",2015-02-17,205.699997,205.699997,201.5,204.350006,204.350006,3979600,NA,NA,NA
"176",2015-02-18,204.169998,206.169998,202.600006,204.460007,204.460007,2708800,"0","1","0"
"177",2015-02-19,205,212.440002,203.75,211.710007,211.710007,5154100,"0","1","0"
"178",2015-02-20,210.779999,217.600006,209.809998,217.110001,217.110001,5982100,NA,NA,NA
"179",2015-02-23,215.660004,218.199997,206.330002,207.339996,207.339996,8499800,"0","1","0"
"180",2015-02-24,207.289993,207.289993,201.699997,204.110001,204.110001,6584900,"1","1","0"
"181",2015-02-25,204.940002,207.139999,202.580002,203.759995,203.759995,3909500,"0","1","0"
"182",2015-02-26,204,211.089996,202.220001,207.190002,207.190002,6472900,"1","0","0"
"183",2015-02-27,206.899994,208.550003,202.800003,203.339996,203.339996,3882100,"1","2","2"
"184",2015-03-02,202.699997,203.339996,195.830002,197.330002,197.330002,7922100,"0","1","0"
"185",2015-03-03,196.809998,200.240005,195.320007,199.559998,199.559998,4432300,NA,NA,NA
"186",2015-03-04,199.25,202.520004,197.210007,202.440002,202.440002,4212000,"0","2","0"
"187",2015-03-05,202.850006,206.190002,200.149994,200.630005,200.630005,4877000,NA,NA,NA
"188",2015-03-06,199.210007,200.75,192.149994,193.880005,193.880005,6712400,"0","1","0"
"189",2015-03-09,194.389999,194.490005,188.25,190.880005,190.880005,6736700,"1","0","0"
"190",2015-03-10,188.460007,193.5,187.600006,190.320007,190.320007,5530900,"0","3","1"
"191",2015-03-11,191.149994,196.179993,191.009995,193.740005,193.740005,4974900,"0","1","1"
"192",2015-03-12,193.75,194.449997,189.75,191.070007,191.070007,4149300,"0","1","0"
"193",2015-03-13,188.949997,191.75,187.320007,188.679993,188.679993,5434300,"0","1","0"
"194",2015-03-16,192,195.910004,189.800003,195.699997,195.699997,5628800,"0","1","0"
"195",2015-03-17,195.429993,198.710007,193.940002,194.729996,194.729996,4883200,"0","1","0"
"196",2015-03-18,194.960007,200.880005,193.110001,200.710007,200.710007,4756300,"0","1","0"
"197",2015-03-19,202,204.589996,194.529999,195.649994,195.649994,8475200,"3","2","1"
"198",2015-03-20,197.449997,198.990005,195.619995,198.080002,198.080002,4269500,"0","0","1"
"199",2015-03-23,198.5,200.5,197.470001,199.630005,199.630005,2620900,NA,NA,NA
"200",2015-03-24,201.580002,203.789993,199.75,201.720001,201.720001,3649900,"1","0","0"
"201",2015-03-25,198.270004,198.589996,192.699997,194.300003,194.300003,5730400,"0","0","1"
"202",2015-03-26,193.919998,194.789993,189.699997,190.410004,190.410004,4128000,"0","0","2"
"203",2015-03-27,189.070007,189.289993,181.399994,185,185,8526900,"0","1","0"
"204",2015-03-30,185.850006,192.25,181.800003,190.570007,190.570007,10089500,NA,NA,NA
"205",2015-03-31,193.529999,193.759995,188.410004,188.770004,188.770004,5026600,"0","1","0"
"206",2015-04-01,188.699997,192.300003,186.050003,187.589996,187.589996,3786000,"0","2","0"
"207",2015-04-02,190.229996,193.229996,190,191,191,5010400,"0","1","0"
"208",2015-04-06,198,207.75,197.5,203.100006,203.100006,12455800,"0","2","0"
"209",2015-04-07,202.509995,205.059998,201.139999,203.25,203.25,4347900,NA,NA,NA
"210",2015-04-08,208.199997,210.899994,205.869995,207.669998,207.669998,6303100,"2","3","0"
"211",2015-04-09,208.429993,210.369995,206.119995,210.089996,210.089996,3800200,"1","0","0"
"212",2015-04-10,209.850006,211.649994,209,210.899994,210.899994,4067700,NA,NA,NA
"213",2015-04-13,210.440002,213,209.050003,209.779999,209.779999,3758200,NA,NA,NA
"214",2015-04-14,208.570007,209.490005,205.5,207.460007,207.460007,3017000,"0","1","0"
"215",2015-04-15,207.460007,209.589996,206.600006,207.830002,207.830002,1952400,"0","4","0"
"216",2015-04-16,207.699997,209.169998,206.289993,206.699997,206.699997,1659100,"0","2","0"
"217",2015-04-17,204.990005,206.880005,203.5,206.789993,206.789993,2469900,"1","0","0"
"218",2015-04-20,206.779999,207.850006,203.850006,205.270004,205.270004,2554700,NA,NA,NA
"219",2015-04-21,205.800003,210.75,204.309998,209.410004,209.410004,3432500,NA,NA,NA
"220",2015-04-22,212.5,221.880005,211.690002,219.440002,219.440002,7863000,"1","3","1"
"221",2015-04-23,218.270004,221.479996,217.149994,218.600006,218.600006,4411200,"0","1","1"
"222",2015-04-24,220.5,220.800003,218.009995,218.429993,218.429993,2427800,"0","1","0"
"223",2015-04-27,222.559998,238.75,222,231.550003,231.550003,11672600,"0","1","0"
"224",2015-04-28,234.75,235.5,228.029999,230.479996,230.479996,6085400,"0","1","0"
"225",2015-04-29,230.050003,234.970001,227.630005,232.449997,232.449997,3936100,"0","1","1"
"226",2015-04-30,230.389999,232.889999,225.169998,226.050003,226.050003,3911900,"0","2","1"
"227",2015-05-01,229.940002,231.770004,220.410004,226.029999,226.029999,5281700,"1","5","1"
"228",2015-05-04,228.179993,234.729996,227.110001,230.509995,230.509995,4434600,"0","1","0"
"229",2015-05-05,237.759995,239.5,229.130005,232.949997,232.949997,5796900,"1","0","0"
"230",2015-05-06,234.100006,234.470001,228.199997,230.429993,230.429993,5270900,"0","1","1"
"231",2015-05-07,221,237.479996,220.25,236.800003,236.800003,9455900,"0","1","0"
"232",2015-05-08,235.990005,238.410004,233.699997,236.610001,236.610001,4668200,"2","2","0"
"233",2015-05-11,236.289993,242.880005,235.309998,239.490005,239.490005,5672300,"1","0","0"
"234",2015-05-12,240.110001,246.350006,238.190002,244.740005,244.740005,6363400,"0","2","0"
"235",2015-05-13,247.610001,248.300003,242.25,243.179993,243.179993,5440200,"0","1","0"
"236",2015-05-14,244.820007,244.889999,241.25,244.100006,244.100006,2895900,"0","2","0"
"237",2015-05-15,243.929993,249.399994,242.5,248.839996,248.839996,4527600,"1","3","0"
"238",2015-05-18,247,249.899994,246,248.75,248.75,3348000,"0","2","0"
"239",2015-05-19,248.429993,251,246.149994,247.139999,247.139999,3674200,"0","1","1"
"240",2015-05-20,247.130005,247.740005,241.369995,244.350006,244.350006,3755600,NA,NA,NA
"241",2015-05-21,243.029999,246.619995,242.360001,245.619995,245.619995,1970600,"1","2","0"
"242",2015-05-22,245.380005,248.600006,245.009995,247.729996,247.729996,2223100,"1","1","0"
"243",2015-05-26,247.679993,252,246.5,247.460007,247.460007,3498700,"0","1","0"
"244",2015-05-27,248.509995,249.5,245.550003,247.429993,247.429993,3408200,"0","4","0"
"245",2015-05-28,247.029999,251.800003,245.050003,251.449997,251.449997,3647300,"0","0","1"
"246",2015-05-29,251,252.869995,249.429993,250.800003,250.800003,3781700,"0","0","1"
"247",2015-06-01,251.410004,251.600006,247.470001,249.449997,249.449997,2505100,NA,NA,NA
"248",2015-06-02,248.919998,249.399994,246.300003,248.350006,248.350006,2125800,"0","1","1"
"249",2015-06-03,248.199997,250.720001,247.009995,248.990005,248.990005,1781500,"0","0","1"
"250",2015-06-04,247.5,249.300003,245.710007,245.919998,245.919998,2453600,"1","0","1"
"251",2015-06-05,246,249.699997,245.679993,249.139999,249.139999,3022000,"0","0","1"
"252",2015-06-08,250.850006,258.75,250.309998,256.290009,256.290009,5001200,NA,NA,NA
"253",2015-06-09,255.399994,257.73999,254.139999,256,256,2611100,"0","0","1"
"254",2015-06-10,251.899994,254,248.5,250.699997,250.699997,3454500,"0","1","1"
"255",2015-06-11,253.259995,254.369995,250.429993,251.410004,251.410004,2044100,"0","1","0"
"256",2015-06-12,250.210007,253.460007,250.210007,250.690002,250.690002,1422300,"0","1","0"
"257",2015-06-15,249.699997,251.279999,246.009995,250.380005,250.380005,2186200,"0","1","0"
"258",2015-06-16,250.130005,253.440002,249.100006,253.119995,253.119995,1984700,"0","2","0"
"259",2015-06-17,252.169998,264.359985,252.020004,260.410004,260.410004,5512900,NA,NA,NA
"260",2015-06-18,262,263.459991,260.019989,261.890015,261.890015,2782700,"0","2","0"
"261",2015-06-19,262.399994,263.799988,260.100006,262.51001,262.51001,2463000,"2","3","0"
"262",2015-06-22,262.149994,264.399994,255.690002,259.790009,259.790009,4561100,"0","1","0"
"263",2015-06-23,260.320007,268,258.570007,267.670013,267.670013,3870800,"3","7","0"
"264",2015-06-24,266.980011,267.350006,263.720001,265.170013,265.170013,2412300,"2","3","0"
"265",2015-06-25,266.450012,271.410004,265.25,268.790009,268.790009,2849200,"1","1","1"
"266",2015-06-26,268.890015,269.109985,266,267.089996,267.089996,3838400,"4","5","1"
"267",2015-06-29,261.950012,265.950012,260.700012,262.019989,262.019989,3478900,NA,NA,NA
"268",2015-06-30,264.799988,270.920013,264,268.26001,268.26001,3086900,"0","2","1"
"269",2015-07-01,271.109985,272.619995,267.850006,269.149994,269.149994,2101200,"0","0","1"
"270",2015-07-02,280.200012,282.450012,273.309998,280.019989,280.019989,7163900,"1","3","0"
"271",2015-07-06,278.880005,281.690002,276.299988,279.720001,279.720001,4121900,"0","2","0"
"272",2015-07-07,275,275.200012,260.769989,267.880005,267.880005,6105100,"0","1","1"
"273",2015-07-08,259.320007,260.799988,254.309998,254.960007,254.960007,6221100,"1","2","1"
"274",2015-07-09,259.079987,262.950012,256.790009,257.920013,257.920013,3334100,"0","2","0"
"275",2015-07-10,262.220001,263,257.820007,259.149994,259.149994,2610900,"0","1","0"
"276",2015-07-13,262.25,262.549988,256.049988,262.160004,262.160004,2960300,"0","1","0"
"277",2015-07-14,262.100006,265.98999,260.51001,265.649994,265.649994,1907600,"0","1","0"
"278",2015-07-15,266.73999,267.48999,262.079987,263.140015,263.140015,2021600,"1","5","3"
"279",2015-07-16,264.220001,267.200012,263.160004,266.679993,266.679993,1616000,"0","6","0"
"280",2015-07-17,272.5,275.540009,268.25,274.660004,274.660004,5004100,"1","5","1"
"281",2015-07-20,275,286.649994,272.540009,282.26001,282.26001,4978500,"1","1","0"
"282",2015-07-21,270.049988,273.5,266.549988,266.769989,266.769989,6108700,"0","2","0"
"283",2015-07-22,261.269989,269.440002,260.859985,267.869995,267.869995,3105000,"0","1","0"
"284",2015-07-23,269.649994,269.899994,265.269989,267.200012,267.200012,2227200,NA,NA,NA
"285",2015-07-24,267.380005,271.089996,263.920013,265.410004,265.410004,2836500,NA,NA,NA
"286",2015-07-27,262.429993,264.429993,250.789993,253.009995,253.009995,4694200,"1","1","1"
"287",2015-07-28,255.75,265.399994,251.839996,264.820007,264.820007,3895800,"0","1","0"
"288",2015-07-29,264.269989,267.890015,262,263.820007,263.820007,2790100,"3","0","0"
"289",2015-07-30,262.690002,266.940002,262.109985,266.790009,266.790009,2034600,"0","1","3"
"290",2015-07-31,267.600006,269.359985,265.119995,266.149994,266.149994,2222600,"0","4","1"
"291",2015-08-03,266.290009,266.709991,257.070007,259.98999,259.98999,2553500,"1","0","0"
"292",2015-08-04,260.01001,266.720001,258.339996,266.279999,266.279999,2352500,NA,NA,NA
"293",2015-08-05,263.579987,271,260.399994,270.130005,270.130005,6214300,"0","5","1"
"294",2015-08-06,249.539993,255,236.119995,246.130005,246.130005,14623800,"0","1","0"
"295",2015-08-07,243.580002,243.729996,238.389999,242.509995,242.509995,5073400,"1","0","0"
"296",2015-08-10,238.149994,242.970001,236.050003,241.139999,241.139999,4185900,"0","1","0"
"297",2015-08-11,237.149994,239.300003,234.440002,237.369995,237.369995,4253300,NA,NA,NA
"298",2015-08-12,235,239.770004,232.740005,238.169998,238.169998,3728000,"0","1","0"
"299",2015-08-13,239.860001,246.479996,239.119995,242.509995,242.509995,4689200,"0","1","0"
"300",2015-08-14,247.240005,247.929993,241.770004,243.149994,243.149994,4351700,"0","1","0"
